         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
     A0A076MPD7,      12.60,  0.2064725,      14.14,  0.2985551,       0.26,  0.1097288,       5.40,  0.2150189,       3.34,  0.2386357,       7.97,  0.2119933,       3.86,  0.1951126,  0.1900099, -0.0921771,   389
         P24043,       2.16,  0.1786668,       6.49,  0.2906622,       0.00,  0.1437596,       2.70,  0.1722049,       0.00,  0.1671392,      11.89,  0.2075642,       1.62,  0.1693729,  0.2184453, -0.1556748,   185
         P44741,       0.33,  0.0319799,       3.68,  0.1511184,       0.00,  0.1222405,       1.00,  0.0199247,       0.00,  0.0064364,       4.68,  0.1353128,       0.33,  0.0574620,  0.3530001, -0.5175554,   299
         G8B6Y8,      12.28,  0.1809015,      32.04,  0.4115757,      13.47,  0.2140041,       3.89,  0.2338123,       2.69,  0.2577815,      12.87,  0.2467934,       3.59,  0.2218106,  0.2149642, -0.1831426,   334
         Q81HX3,      29.58,  0.3895963,      10.56,  0.3477092,       0.00,  0.2715366,       4.23,  0.1955881,       0.00,  0.1929628,      18.31,  0.2808729,       0.70,  0.2344549,  0.0120102, -0.1545807,   142
         Q9AYY6,       9.40,  0.1763950,       7.21,  0.2882290,       0.00,  0.0591378,       2.68,  0.1455678,       0.17,  0.1520435,       4.03,  0.1779060,       0.17,  0.1566903,  0.2196184, -0.2330087,   596
         F7WEJ6,      16.99,  0.2347451,      14.38,  0.3007378,       0.00,  0.1186332,       7.84,  0.2427831,       0.65,  0.2260614,       9.15,  0.2188592,       1.31,  0.2038645,  0.1610367, -0.2065143,   153
         B5Z8I0,      22.12,  0.2430059,      31.42,  0.4208549,      22.12,  0.3047661,      15.49,  0.2961322,      13.27,  0.3203437,      15.04,  0.2751213,      19.03,  0.3100374,  0.1483089, -0.0042667,   226
         C8WVD6,      15.37,  0.2540940,      13.71,  0.3141106,       5.44,  0.1873658,       7.57,  0.2120187,       4.73,  0.2238816,       4.02,  0.1722534,       1.18,  0.1960596,  0.1435912, -0.1495536,   423
         H0AM96,      10.14,  0.1742682,      14.40,  0.3377878,       0.20,  0.1771630,       1.62,  0.1593278,       0.00,  0.1745010,       5.68,  0.1918535,       0.61,  0.1729563,  0.2203673, -0.0856980,   493
         B5BTR7,       9.45,  0.2111115,      22.48,  0.3631763,      21.50,  0.2570600,      24.10,  0.3119460,      28.01,  0.3713664,       6.19,  0.1988924,       1.30,  0.2427489,  0.1873060, -0.1450713,   307
         Q1W2P6,       2.07,  0.1165077,       6.90,  0.2552622,       0.00,  0.1424679,       4.83,  0.1275214,       0.00,  0.0854634,      11.03,  0.1795280,       1.38,  0.1273805,  0.2795357, -0.2132245,   145
         Q5NCS9,      13.07,  0.2394224,       4.56,  0.2385661,       0.00,  0.1894730,       2.13,  0.1002190,       0.00,  0.0838258,       5.17,  0.1478446,       0.30,  0.1349796,  0.1610009, -0.2689890,   329
         Q07820,      46.00,  0.4449417,      42.00,  0.4100020,      38.67,  0.3739716,      24.67,  0.2736213,      12.00,  0.2486088,      34.67,  0.3961545,      31.33,  0.3578835, -0.0482574, -0.1107097,   150
         G0SC29,      10.52,  0.1979520,      17.32,  0.3484639,       6.19,  0.1608713,       7.63,  0.2718660,       7.63,  0.3181829,       9.90,  0.2104063,       6.19,  0.2244784,  0.1994539, -0.1115535,   485
         G2XLB0,      22.37,  0.2820171,      11.40,  0.3155084,       0.86,  0.1793274,       4.73,  0.2455003,       3.01,  0.2647788,       5.59,  0.1819177,       0.65,  0.2149538,  0.1187533, -0.1953130,   465
         I6NW33,       8.51,  0.1922204,      13.14,  0.3224013,       0.00,  0.2219785,       6.70,  0.2367048,       2.84,  0.2396846,       8.76,  0.1966761,       3.09,  0.1979478,  0.2046085, -0.1645480,   388
         E4SDB5,      41.90,  0.4171856,      29.61,  0.4082758,      17.60,  0.2578414,      17.32,  0.2658099,       9.22,  0.3086212,      17.60,  0.3016754,      22.91,  0.3265682, -0.0174138, -0.2002967,   358
         D2XML9,      18.39,  0.2384530,      19.69,  0.3285293,       0.00,  0.1004365,       4.66,  0.2237659,       2.07,  0.2416450,      10.88,  0.2413134,       3.37,  0.2122844,  0.1563125, -0.0954880,   386
         K9UUI6,       3.35,  0.1033215,      12.63,  0.3214745,       2.84,  0.1804026,       1.55,  0.1586873,       0.00,  0.1585993,       5.15,  0.1762658,       0.00,  0.1530580,  0.2886291, -0.0963961,   388
         A0R5M8,      25.55,  0.3325378,       7.17,  0.3120080,       0.00,  0.1730401,       2.49,  0.1823186,       0.00,  0.2021553,       6.85,  0.1968635,       0.00,  0.2043139,  0.0682659, -0.1967241,   321
         E8WYN5,      10.69,  0.2355362,      19.85,  0.3727115,       0.00,  0.1119909,      19.08,  0.4521230,      34.35,  0.4850739,      15.27,  0.2451379,       9.92,  0.2984304,  0.1642922, -0.0879965,   131
         Q5SHB0,      67.01,  0.5998796,      37.06,  0.4671075,      39.59,  0.4639979,       6.35,  0.2668379,       7.61,  0.3170183,      15.74,  0.3439545,       7.87,  0.3324663, -0.1976077, -0.2068204,   394
         P52293,      12.24,  0.1992598,      11.06,  0.2798976,       0.00,  0.1845756,       2.59,  0.1629641,       0.00,  0.1747726,       4.00,  0.1695554,       0.00,  0.1644083,  0.1965661, -0.2718027,   425
         G9JVE6,      13.85,  0.1842244,      21.65,  0.3546399,       7.79,  0.1558982,       8.23,  0.2488611,       2.16,  0.2794422,      11.69,  0.2396109,       6.06,  0.2177965,  0.2116734, -0.2266064,   231
         I3VKD5,      13.85,  0.1855674,      24.68,  0.3673346,       8.66,  0.1642781,       8.23,  0.2520195,       2.60,  0.2836545,      12.55,  0.2492398,       8.66,  0.2229694,  0.2125391, -0.2277688,   231
         U6NCE6,      18.65,  0.2082971,      29.53,  0.4344200,      15.54,  0.3014332,      13.99,  0.3212276,       9.84,  0.3166963,      13.99,  0.2709977,      13.47,  0.3088453,  0.1868825,  0.0349320,   193
         Q8NAV1,      17.32,  0.2180754,      15.08,  0.2690890,       8.38,  0.1968206,       7.26,  0.1272134,       0.00,  0.1059585,      15.64,  0.2233686,       6.70,  0.1572842,  0.1774185, -0.1429000,   179
         Q9UIF8,      17.95,  0.3308078,      28.21,  0.4125598,      16.24,  0.2817196,      11.97,  0.2703726,       5.13,  0.2545114,      18.80,  0.3237492,      13.68,  0.3122868,  0.0693323, -0.0814569,   117
         O18333,      25.57,  0.2659655,      18.18,  0.3236815,      11.36,  0.2073022,       5.11,  0.1899443,       2.27,  0.1821116,      10.80,  0.2376367,       3.98,  0.1998899,  0.1285835, -0.1866851,   176
         Q15485,       5.53,  0.1069723,      15.21,  0.3212128,       0.00,  0.0851100,       3.69,  0.1696277,       0.00,  0.1753119,      12.44,  0.2224687,       2.30,  0.1659321,  0.2847288, -0.0798279,   217
         C0J8G7,      18.78,  0.2076869,      19.58,  0.3366910,       0.00,  0.1474838,       2.12,  0.1859379,       2.65,  0.2146617,      10.05,  0.2349420,       2.38,  0.1966532,  0.1867214, -0.0816793,   378
         Q6T755,       5.43,  0.1417197,      17.05,  0.3446018,       8.91,  0.2178603,       6.20,  0.1485125,       0.39,  0.1447200,       9.69,  0.2030182,       2.33,  0.1637620,  0.2548124, -0.0535215,   258
         O59284,      20.33,  0.3160082,       5.26,  0.2787687,       0.00,  0.1509622,       1.20,  0.1493509,       0.00,  0.1640045,       2.15,  0.1681556,       0.00,  0.1793813,  0.0847139, -0.2598166,   418
         Q97PI8,      24.76,  0.2649851,      21.43,  0.3683800,       0.00,  0.2479583,       5.71,  0.2236090,       0.00,  0.2315002,      12.86,  0.2215095,       1.90,  0.2183306,  0.1331237, -0.1607206,   210
         Q15751,      14.47,  0.1904844,      18.24,  0.3346325,       0.00,  0.1479700,       8.18,  0.2171045,       0.00,  0.1970910,      11.95,  0.2630461,       1.89,  0.2003931,  0.2053023, -0.1030089,   159
         Q5U1Y5,      15.81,  0.2593732,      39.07,  0.4400727,      11.16,  0.2751257,      11.63,  0.2676433,       5.58,  0.2824642,      10.70,  0.2887104,       2.33,  0.2563773,  0.1369054, -0.1159508,   215
         Q20R18,      11.54,  0.1955192,      28.21,  0.3510391,       3.08,  0.2072000,      11.28,  0.2372472,       8.21,  0.2541468,       6.67,  0.2056530,       0.00,  0.2072676,  0.2016402, -0.1462763,   390
         I6ZQW6,       9.68,  0.1543401,      14.11,  0.3090021,       0.00,  0.1457990,       2.82,  0.1338060,       0.00,  0.1218991,       8.06,  0.1938305,       0.81,  0.1521463,  0.2394522, -0.2407722,   248
         A3EZR7,      44.09,  0.4130060,      37.63,  0.4187242,      21.51,  0.3867421,      24.73,  0.3010011,      11.83,  0.2580479,      45.16,  0.4734327,      25.81,  0.3751590, -0.0129671,  0.0074954,    93
         Q84HB8,      18.56,  0.2782867,      15.21,  0.3175294,       2.32,  0.1735177,       7.47,  0.2388322,       2.58,  0.2360163,       9.54,  0.2045021,       1.80,  0.2125277,  0.1207168, -0.1619582,   388
         Q12068,       9.65,  0.2103492,      18.42,  0.3512796,       7.89,  0.2338913,       4.68,  0.2040926,       2.92,  0.2121050,       7.31,  0.1960409,       0.00,  0.1956446,  0.1869998, -0.1610267,   342
         Q9HXB1,      40.00,  0.4150082,      44.62,  0.5052575,      23.85,  0.4041575,      19.23,  0.4078715,      26.92,  0.4362706,      27.69,  0.3609122,      20.77,  0.3542201, -0.0161805, -0.0276754,   130
         Q8PET6,      18.95,  0.2520107,      10.46,  0.2965615,       0.00,  0.1239786,       7.19,  0.2326064,       7.19,  0.2577201,       8.50,  0.1999921,       5.88,  0.2064817,  0.1453505, -0.1199246,   306
         P04632,       6.94,  0.1860351,       9.25,  0.3075828,       0.00,  0.1073325,       3.47,  0.1738446,       0.00,  0.1521607,      11.56,  0.2327069,       1.73,  0.1753883,  0.2118697, -0.1101690,   173
         I1ZPA1,       3.61,  0.1170978,       5.78,  0.2988860,       0.00,  0.1334004,       3.61,  0.1354152,       0.00,  0.1233870,       6.50,  0.1693526,       1.81,  0.1406898,  0.2784502, -0.1303519,   277
         G9D324,       6.76,  0.1521357,       4.83,  0.2720279,       0.00,  0.0921379,       4.35,  0.1441425,       0.00,  0.1139104,       6.76,  0.1833394,       0.97,  0.1442593,  0.2426508, -0.1769493,   207
         P11716,      13.89,  0.2419271,      11.11,  0.2985341,       0.00,  0.1797132,       6.11,  0.2337945,       0.00,  0.2107404,      10.56,  0.2131592,       2.78,  0.1996925,  0.1593538, -0.1412164,   180
         A5K8L9,      25.34,  0.2329628,      14.25,  0.3395174,       7.47,  0.2458717,       3.17,  0.2048403,       2.71,  0.2195179,       8.37,  0.1974334,       3.62,  0.1990453,  0.1627337, -0.1675898,   442
         Q9RJC1,      15.05,  0.2243251,      18.28,  0.3515769,       0.00,  0.1540593,       6.45,  0.3216160,      10.75,  0.3461103,       6.99,  0.2412538,       2.15,  0.2474803,  0.1735920,  0.0090094,   186
         Q30C70,       8.50,  0.1746310,      30.77,  0.3796567,       5.26,  0.1794090,      15.79,  0.2529988,      14.57,  0.2755812,      17.41,  0.2778877,       5.26,  0.2267925,  0.2210867, -0.0650737,   247
         B5BTT5,      10.06,  0.2137654,      22.40,  0.3627185,      21.43,  0.2570805,      24.03,  0.3139734,      27.92,  0.3727566,       5.84,  0.1986659,       1.62,  0.2436468,  0.1851582, -0.1450568,   308
         R4I4P2,      15.96,  0.2111310,      22.48,  0.3735473,      24.10,  0.2672755,      30.62,  0.3354812,      35.83,  0.4086944,      13.03,  0.2240176,       4.23,  0.2588120,  0.1871432, -0.1308936,   307
         K4LM89,      11.97,  0.2085820,      19.74,  0.3670193,       8.74,  0.2613574,      26.86,  0.3303563,      34.95,  0.3885095,       6.15,  0.2076742,       2.91,  0.2503567,  0.1888494, -0.1234601,   309
         Q0P844,       3.85,  0.0982656,      13.56,  0.3106359,       0.00,  0.1253544,       1.42,  0.1294807,       0.00,  0.1204562,       4.45,  0.1746530,       0.40,  0.1389153,  0.2955807, -0.1384775,   494
         Q83V33,      10.77,  0.2235132,      11.39,  0.3057964,       0.00,  0.1355745,       1.24,  0.1908690,       1.24,  0.2061045,       5.38,  0.1840510,       0.83,  0.1850558,  0.1768813, -0.2353207,   483
         P35340,      27.06,  0.3090189,      20.73,  0.3406392,      10.17,  0.2182703,       4.22,  0.2081424,       2.30,  0.2555321,       4.80,  0.1937716,       1.15,  0.2178508,  0.0900420, -0.2020870,   521
         A6LCN0,      10.12,  0.1923999,      22.62,  0.3670371,      10.12,  0.2118963,       5.95,  0.2051458,       0.00,  0.1946357,      11.31,  0.2353808,       4.76,  0.1990999,  0.2066950, -0.0422869,   168
         P12296,      21.09,  0.2689727,      19.13,  0.3416824,       8.70,  0.2296277,       6.52,  0.2046158,      10.87,  0.2231635,       6.09,  0.2145743,       6.30,  0.2088348,  0.1291122, -0.1736900,   460
         F2WP51,      15.48,  0.2308682,      21.64,  0.3730308,       7.58,  0.2125618,       4.74,  0.2430088,       6.32,  0.2732369,       6.48,  0.2254730,       3.63,  0.2242697,  0.1668168, -0.1164600,   633
         O38896,      20.20,  0.3119617,       7.07,  0.2473616,       0.00,  0.0880080,       8.08,  0.1917475,       0.00,  0.1575158,      12.12,  0.2060035,       0.00,  0.1857650,  0.0888739, -0.2630408,    99
         P9WH43,      37.74,  0.3873467,      31.45,  0.4359540,      18.24,  0.3579793,      14.47,  0.3163440,      10.69,  0.3183749,      16.35,  0.3021167,      10.69,  0.2933561,  0.0134785,  0.0155453,   159
         A7UNK4,       0.00,  0.1811509,      32.98,  0.4105587,      13.83,  0.2259586,       7.45,  0.1973585,       0.00,  0.1226865,      25.53,  0.2991862,       0.00,  0.2018235,  0.2129766, -0.1403259,    94
         O59205,      25.17,  0.3898720,      25.17,  0.3619919,      20.28,  0.3548127,       7.69,  0.1798126,       0.00,  0.1451790,      11.19,  0.2844371,       1.40,  0.2268821,  0.0131552, -0.0840457,   143
         P15379,      18.00,  0.2405916,      18.67,  0.3459828,       3.33,  0.2013206,      13.33,  0.2528666,      10.00,  0.2644982,      16.67,  0.2607582,       8.00,  0.2274496,  0.1594092, -0.1139228,   150
         K0Y3H9,      12.01,  0.1998983,      12.99,  0.3419528,       0.00,  0.2156077,       2.92,  0.1924208,       0.32,  0.2088835,       5.84,  0.1865444,       0.32,  0.1882832,  0.1966842, -0.1624537,   308
         C7NZX0,      28.32,  0.3396784,      39.82,  0.4324679,      15.93,  0.3221753,      24.78,  0.3520513,      26.55,  0.3822265,      31.86,  0.3911154,      11.50,  0.3162566,  0.0615833, -0.0325717,   113
         F0NW64,      13.17,  0.2369562,      23.35,  0.3469891,       0.00,  0.2000423,       8.98,  0.2932695,       1.20,  0.2696681,      14.37,  0.2548819,       2.40,  0.2336274,  0.1613713, -0.1116307,   167
         C3NPP8,      23.78,  0.2829520,      26.38,  0.3817466,       9.12,  0.2662740,       5.54,  0.2735403,       3.26,  0.3104772,       8.14,  0.2315291,       4.56,  0.2467075,  0.1166221, -0.0986472,   307
         I0JWN7,      13.34,  0.1738675,      15.08,  0.3028745,       5.03,  0.1436870,      12.13,  0.2259581,       9.88,  0.2505344,       2.43,  0.1751477,       2.43,  0.1880637,  0.2196767, -0.1386118,   577
         Q0A480,       4.10,  0.1483455,      15.38,  0.3103545,       0.00,  0.1931070,       4.87,  0.2325228,       2.05,  0.2349328,       6.92,  0.1914189,       0.51,  0.1862626,  0.2498451, -0.1651287,   390
         P14639,      15.44,  0.1956071,      28.47,  0.4156753,      36.54,  0.4242741,       3.43,  0.1598156,       0.69,  0.1713488,       4.80,  0.1823699,       7.38,  0.2581818,  0.1994133, -0.0893269,   583
         E3F052,      22.01,  0.2955658,       5.35,  0.2816623,       0.00,  0.1756981,       4.09,  0.1811517,       0.63,  0.1845506,       4.72,  0.1791643,       1.89,  0.1870158,  0.1037300, -0.2459280,   318
         P54050,      50.24,  0.4982897,      30.33,  0.4111469,      14.69,  0.3528144,       4.74,  0.2425383,       3.79,  0.2669791,       9.95,  0.2758240,       3.32,  0.2824630, -0.0993759, -0.1016290,   211
         O74623,       1.67,  0.1009879,      10.33,  0.3163299,       0.00,  0.1002907,       3.00,  0.1736429,       0.00,  0.1904357,       4.00,  0.1801347,       0.33,  0.1602552,  0.2920759, -0.2079656,   300
         P01116,      16.47,  0.2993367,      17.65,  0.3336170,       0.00,  0.2368938,       4.71,  0.2626053,       0.59,  0.2628723,       8.82,  0.2458286,       2.94,  0.2340433,  0.0989780, -0.0852157,   170
         Q6NUJ5,      23.93,  0.2946537,      36.75,  0.4289020,       0.00,  0.2631658,      11.97,  0.2994189,       0.85,  0.2417928,      14.53,  0.3101041,       4.27,  0.2624785,  0.1018110, -0.1165108,   117
         Q9R002,      17.09,  0.2188469,      26.63,  0.4312610,      21.11,  0.3617736,      10.05,  0.2672125,       4.52,  0.2913839,      15.58,  0.2638901,       8.04,  0.2454325,  0.1767476, -0.0462964,   199
         D5U661,      16.61,  0.2814670,      12.85,  0.3450646,       1.57,  0.1518526,       6.58,  0.2452181,       1.88,  0.2664685,       4.08,  0.1906937,       0.31,  0.2214854,  0.1182191, -0.1789104,   319
         Q82VX5,      13.68,  0.2459788,      18.25,  0.3416623,       0.00,  0.1224807,       4.56,  0.2749923,       3.51,  0.3103575,       7.72,  0.2114957,       4.21,  0.2307477,  0.1520584, -0.1066122,   285
         P14207,       3.38,  0.1271355,      30.43,  0.3809413,      19.81,  0.2538477,       8.70,  0.1901425,       0.48,  0.1617903,      11.59,  0.2124517,      12.56,  0.2210515,  0.2672884,  0.0061489,   207
         D3P639,      14.87,  0.2440455,      10.51,  0.3024149,       0.00,  0.1659938,       2.82,  0.1933531,       0.00,  0.1941679,       6.92,  0.2025630,       0.00,  0.1894241,  0.1552299, -0.1741066,   390
         Q9L6V3,      25.90,  0.3279825,      11.16,  0.3049566,       0.80,  0.2158531,       5.58,  0.2132864,       0.40,  0.2229453,      11.16,  0.2116203,       1.99,  0.2134652,  0.0725553, -0.1653254,   251
